student_id,day,1st_preference,2nd_preference,3rd_preference,priority
S258,thu,Art,UIDesign,Origami,medium
S259,mon,Soccer,UXDesign,UIDesign,medium
S259,tue,DramaClub,WildlifeConservation,SoundEngineering,medium
S259,wed,FilmProduction,Hockey,DramaClub,medium
S259,thu,SpaceExploration,CodingBootcamp,Weightlifting,medium
S260,mon,Cycling,Astronomy,SpaceExploration,medium
S260,tue,PhysicsExperiments,SpaceExploration,RoboticsClub,medium
S260,wed,Soccer,FirstAid,ChemistryLab,medium
S260,thu,UXDesign,CyberSecurity,Volleyball,medium
S261,mon,SoundEngineering,Dance,FirstAid,medium
S261,tue,Breakdancing,Football,Music,medium
S261,wed,SelfDefense,ChessClub,AppDesign,medium
S261,thu,PhysicsExperiments,Poetry,Parkour,medium
S262,mon,Soccer,SpaceExploration,Robotics,medium
S262,tue,Parkour,CodingBootcamp,SpaceExploration,medium
S262,wed,Coding,UXDesign,DigitalMarketing,medium
S262,thu,FilmProduction,Coding,Music,medium
S263,mon,Singing,Debate,DramaClub,medium
S263,tue,Weightlifting,SoundEngineering,Photography,medium
S263,wed,Origami,Dance,AppDesign,medium
S263,thu,Tennis,SocialMediaMarketing,SelfDefense,medium
S264,mon,Robotics,Parkour,Cycling,medium
S264,tue,SurvivalSkills,UIDesign,Animation,medium
S264,wed,Astronomy,BiologyResearch,Chess,medium
S264,thu,DJing,SpanishClub,Skating,medium
S265,mon,CodingBootcamp,Zumba,Cycling,medium
S265,tue,FilmProduction,Debate,TapDance,medium
S265,wed,Volleyball,Breakdancing,Tennis,medium
S265,thu,Theater,Hockey,Swimming,medium
S266,mon,Painting,DramaClub,UXDesign,medium
S266,tue,BiologyResearch,Dance,DJing,medium
S266,wed,SurvivalSkills,CostumeDesign,Chess,medium
S266,thu,PuzzleSolving,Theater,Volleyball,medium
S267,mon,ScienceClub,Breakdancing,TapDance,medium
S267,tue,Weightlifting,Coding,Singing,medium
S267,wed,mediumDPrinting,Debate,ClimateChange,medium
S267,thu,RoboticsClub,PuzzleSolving,DataScience,medium
S268,mon,Music,AIClub,MathClub,medium
S268,tue,BoardGames,SurvivalSkills,CreativeWriting,medium
S268,wed,Zumba,Poetry,TapDance,medium
S268,thu,Storytelling,RoboticsClub,ClimateChange,medium
S269,mon,Breakdancing,CostumeDesign,Music,medium
S269,tue,SpanishClub,SpaceExploration,Entrepreneurship,medium
S269,wed,DJing,SelfDefense,Coding,medium
S269,thu,ScienceClub,SoundEngineering,ChemistryLab,medium
S270,mon,CyberSecurity,Painting,Dance,medium
S270,tue,SurvivalSkills,PublicSpeaking,SocialMediaMarketing,medium
S270,wed,LeadershipWorkshop,SpaceExploration,PublicSpeaking,medium
S270,thu,Debate,DronePiloting,RoboticsClub,medium
S271,mon,CostumeDesign,CreativeWriting,PhysicsExperiments,medium
S271,tue,Entrepreneurship,Parkour,Mindfulness,medium
S271,wed,Astronomy,UXDesign,Volleyball,medium
S271,thu,Origami,SocialMediaMarketing,Animation,medium
S272,mon,Theater,SpaceExploration,Entrepreneurship,medium
S272,tue,DataScience,Mindfulness,Theater,medium
S272,wed,Theater,mediumDPrinting,CreativeArts,medium
S272,thu,MathClub,ChemistryLab,Art,medium
S273,mon,Zumba,Debate,CodingBootcamp,medium
S273,tue,Tennis,PublicSpeaking,DJing,medium
S273,wed,SocialMediaMarketing,ScienceClub,Robotics,medium
S273,thu,UIDesign,Entrepreneurship,CyberSecurity,medium
S274,mon,CodingBootcamp,Music,Coding,medium
S274,tue,ChemistryLab,UXDesign,BiologyResearch,medium
S274,wed,Astronomy,DronePiloting,Storytelling,medium
S274,thu,Skating,Hockey,WebDevelopment,medium
S275,mon,ClimateChange,Zumba,Swimming,medium
S275,tue,ChessClub,Mindfulness,PhysicsExperiments,medium
S275,wed,Storytelling,Pottery,Robotics,medium
S275,thu,Astronomy,PhysicsExperiments,ScienceClub,medium
S276,mon,Singing,SelfDefense,SpanishClub,medium
S276,tue,Swimming,MathClub,CostumeDesign,medium
S276,wed,CreativeArts,CyberSecurity,ClimateChange,medium
S276,thu,mediumDPrinting,DronePiloting,DigitalMarketing,medium
S277,mon,SoundEngineering,Music,ScienceClub,medium
S277,tue,SocialMediaMarketing,Swimming,CostumeDesign,medium
S277,wed,Breakdancing,UIDesign,WildlifeConservation,medium
S277,thu,SocialMediaMarketing,Entrepreneurship,DigitalMarketing,medium
S278,mon,Skating,UIDesign,DJing,medium
S278,tue,DJing,Parkour,BoardGames,medium
S278,wed,CostumeDesign,SelfDefense,Photography,medium
S278,thu,DronePiloting,Origami,Zumba,medium
S279,mon,SurvivalSkills,WebDevelopment,Soccer,medium
S279,tue,Skating,CreativeArts,AIClub,medium
S279,wed,Animation,Entrepreneurship,Art,medium
S279,thu,AppDesign,RoboticsClub,SurvivalSkills,medium
S280,mon,Coding,ScienceClub,Swimming,medium
S280,tue,Music,TapDance,CyberSecurity,medium
S280,wed,RoboticsClub,Breakdancing,WebDevelopment,medium
S280,thu,Soccer,Mindfulness,CodingBootcamp,medium
S281,mon,SurvivalSkills,Coding,SpaceExploration,medium
S281,tue,SoundEngineering,Art,ChessClub,medium
S281,wed,Art,BoardGames,ClimateChange,medium
S281,thu,Hockey,DronePiloting,Skating,medium
S282,mon,LeadershipWorkshop,FilmProduction,Theater,medium
S282,tue,Breakdancing,SelfDefense,MathClub,medium
S282,wed,Coding,Astronomy,PublicSpeaking,medium
S282,thu,RoboticsClub,DronePiloting,mediumDPrinting,medium
S283,mon,PublicSpeaking,CyberSecurity,Storytelling,medium
S283,tue,CostumeDesign,SurvivalSkills,Entrepreneurship,medium
S283,wed,Entrepreneurship,ScienceClub,FirstAid,medium
S283,thu,Soccer,DataScience,Weightlifting,medium
S284,mon,WebDevelopment,Storytelling,SpanishClub,medium
S284,tue,Animation,AppDesign,Entrepreneurship,medium
S284,wed,SpanishClub,SurvivalSkills,RoboticsClub,medium
S284,thu,MathClub,Coding,BoardGames,medium
S285,mon,CreativeWriting,PublicSpeaking,Music,medium
S285,tue,Swimming,Skating,Dance,medium
S285,wed,CreativeArts,Volleyball,Meditation,medium
S285,thu,LeadershipWorkshop,UXDesign,Astronomy,medium
S286,mon,Pottery,PublicSpeaking,ScienceClub,medium
S286,tue,Painting,FirstAid,SurvivalSkills,medium
S286,wed,Zumba,Breakdancing,Singing,medium
S286,thu,mediumDPrinting,Tennis,Skating,medium
S287,mon,Hockey,Skating,Painting,medium
S287,tue,WildlifeConservation,CostumeDesign,DramaClub,medium
S287,wed,Animation,RoboticsClub,Photography,medium
S287,thu,Robotics,Cycling,SocialMediaMarketing,medium
S288,mon,CreativeWriting,RoboticsClub,Skating,medium
S288,tue,AIClub,ChemistryLab,LeadershipWorkshop,medium
S288,wed,WildlifeConservation,BiologyResearch,ClimateChange,medium
S288,thu,CodingBootcamp,SocialMediaMarketing,ClimateChange,medium
S289,mon,DramaClub,FilmProduction,Meditation,medium
S289,tue,SoundEngineering,Painting,Animation,medium
S289,wed,WebDevelopment,Poetry,ChessClub,medium
S289,thu,PublicSpeaking,Tennis,CreativeArts,medium
S290,mon,DramaClub,WebDevelopment,Theater,medium
S290,tue,Theater,DramaClub,SelfDefense,medium
S290,wed,ClimateChange,DronePiloting,mediumDPrinting,medium
S290,thu,Soccer,MathClub,DJing,medium
S291,mon,Skating,FirstAid,Meditation,medium
S291,tue,BoardGames,Poetry,Skating,medium
S291,wed,Storytelling,Mindfulness,CyberSecurity,medium
S291,thu,PuzzleSolving,Tennis,Parkour,medium
S292,mon,Mindfulness,Animation,CostumeDesign,medium
S292,tue,FirstAid,Debate,CodingBootcamp,medium
S292,wed,Mindfulness,Entrepreneurship,Football,medium
S292,thu,Debate,UIDesign,Entrepreneurship,medium
S293,mon,Coding,Cycling,DigitalMarketing,medium
S293,tue,CreativeWriting,RoboticsClub,Hockey,medium
S293,wed,ScienceClub,SocialMediaMarketing,Entrepreneurship,medium
S293,thu,BiologyResearch,TapDance,ScienceClub,medium
S294,mon,Robotics,PhysicsExperiments,Singing,medium
S294,tue,PuzzleSolving,Dance,Hockey,medium
S294,wed,DramaClub,ScienceClub,Volleyball,medium
S294,thu,ChemistryLab,Animation,Mindfulness,medium
S295,mon,CodingBootcamp,SpaceExploration,BoardGames,medium
S295,tue,Astronomy,Skating,DronePiloting,medium
S295,wed,Parkour,CodingBootcamp,WebDevelopment,medium
S295,thu,Meditation,SurvivalSkills,CreativeArts,medium
S296,mon,Debate,BoardGames,Swimming,medium
S296,tue,Soccer,ChessClub,WildlifeConservation,medium
S296,wed,Painting,Football,FilmProduction,medium
S296,thu,Breakdancing,LeadershipWorkshop,DigitalMarketing,medium
S297,mon,SurvivalSkills,Skating,WebDevelopment,medium
S297,tue,Soccer,Painting,Hockey,medium
S297,wed,CreativeArts,DronePiloting,Singing,medium
S297,thu,CodingBootcamp,PuzzleSolving,CreativeArts,medium
S298,mon,ChemistryLab,Breakdancing,Hockey,medium
S298,tue,PhysicsExperiments,BiologyResearch,Photography,medium
S298,wed,Breakdancing,Singing,PublicSpeaking,medium
S298,thu,Skating,CreativeArts,Astronomy,medium
S299,mon,TapDance,CodingBootcamp,DJing,medium
S299,tue,ClimateChange,Parkour,Hockey,medium
S299,wed,mediumDPrinting,FirstAid,CreativeArts,medium
S299,thu,WildlifeConservation,DataScience,Dance,medium
S300,mon,CreativeWriting,Painting,Cycling,medium
S300,tue,PuzzleSolving,Chess,Weightlifting,medium
S300,wed,CodingBootcamp,Robotics,Hockey,medium
S300,thu,SpaceExploration,CostumeDesign,SoundEngineering,medium
S301,mon,WebDevelopment,CyberSecurity,Coding,medium
S301,tue,Tennis,BoardGames,Pottery,medium
S301,wed,SelfDefense,Pottery,Art,medium
S301,thu,LeadershipWorkshop,Breakdancing,Meditation,medium
S302,mon,ChemistryLab,Storytelling,DJing,medium
S302,tue,CyberSecurity,Mindfulness,CreativeArts,medium
S302,wed,Theater,Breakdancing,WebDevelopment,medium
S302,thu,ChessClub,Volleyball,BiologyResearch,medium
S303,mon,BoardGames,ClimateChange,CyberSecurity,medium
S303,tue,Music,Weightlifting,SurvivalSkills,medium
S303,wed,ClimateChange,FilmProduction,Painting,medium
S303,thu,UXDesign,Swimming,Entrepreneurship,medium
S304,mon,BiologyResearch,DataScience,WebDevelopment,medium
S304,tue,Entrepreneurship,Pottery,MathClub,medium
S304,wed,FilmProduction,Debate,Entrepreneurship,medium
S304,thu,Entrepreneurship,Skating,LeadershipWorkshop,medium
S305,mon,PuzzleSolving,DigitalMarketing,WebDevelopment,medium
S305,tue,CreativeWriting,Art,Tennis,medium
S305,wed,AIClub,UXDesign,Art,medium
S305,thu,Tennis,Singing,ChemistryLab,medium
S306,mon,MathClub,CostumeDesign,Astronomy,medium
S306,tue,DataScience,WildlifeConservation,MathClub,medium
S306,wed,Weightlifting,Music,BoardGames,medium
S306,thu,Meditation,ChessClub,BoardGames,medium
S307,mon,SelfDefense,PuzzleSolving,PhysicsExperiments,medium
S307,tue,Robotics,Parkour,Origami,medium
S307,wed,Skating,CreativeWriting,CreativeArts,medium
S307,thu,CyberSecurity,LeadershipWorkshop,Tennis,medium
S308,mon,Football,SpanishClub,FilmProduction,medium
S308,tue,PublicSpeaking,WebDevelopment,DJing,medium
S308,wed,Robotics,ScienceClub,LeadershipWorkshop,medium
S308,thu,Origami,Football,Robotics,medium
S309,mon,Meditation,Entrepreneurship,Skating,medium
S309,tue,DronePiloting,Tennis,PuzzleSolving,medium
S309,wed,SurvivalSkills,Robotics,Singing,medium
S309,thu,Meditation,Volleyball,Music,medium
S310,mon,AppDesign,DataScience,TapDance,medium
S310,tue,SpaceExploration,TapDance,LeadershipWorkshop,medium
S310,wed,CreativeArts,DronePiloting,ChemistryLab,medium
S310,thu,SpanishClub,Astronomy,Singing,medium
S311,mon,DronePiloting,ClimateChange,UIDesign,medium
S311,tue,Hockey,DramaClub,Breakdancing,medium
S311,wed,MathClub,Hockey,WebDevelopment,medium
S311,thu,WildlifeConservation,DataScience,Pottery,medium
S312,mon,Weightlifting,Singing,Poetry,medium
S312,tue,Weightlifting,DataScience,SoundEngineering,medium
S312,wed,Astronomy,SoundEngineering,Robotics,medium
S312,thu,DataScience,Tennis,SocialMediaMarketing,medium
S313,mon,MathClub,CreativeArts,Zumba,medium
S313,tue,Weightlifting,Mindfulness,Swimming,medium
S313,wed,MathClub,CostumeDesign,Debate,medium
S313,thu,WildlifeConservation,Parkour,DronePiloting,medium
S314,mon,Photography,Skating,CreativeArts,medium
S314,tue,mediumDPrinting,Origami,Astronomy,medium
S314,wed,BoardGames,ClimateChange,Mindfulness,medium
S314,thu,Animation,Mindfulness,ScienceClub,medium
S315,mon,Singing,DramaClub,Theater,medium
S315,tue,Cycling,BoardGames,DigitalMarketing,medium
S315,wed,mediumDPrinting,DJing,DronePiloting,medium
S315,thu,Parkour,DigitalMarketing,Tennis,medium
S316,mon,ScienceClub,DramaClub,Mindfulness,medium
S316,tue,DigitalMarketing,DronePiloting,SoundEngineering,medium
S316,wed,TapDance,Parkour,ChessClub,medium
S316,thu,Football,Breakdancing,PhysicsExperiments,medium
S317,mon,Astronomy,MathClub,Meditation,medium
S317,tue,CreativeWriting,SelfDefense,UXDesign,medium
S317,wed,Music,PublicSpeaking,Art,medium
S317,thu,UXDesign,Astronomy,DronePiloting,medium
S318,mon,Parkour,ChemistryLab,Zumba,medium
S318,tue,Parkour,DronePiloting,Origami,medium
S318,wed,ChemistryLab,Chess,Tennis,medium
S318,thu,PublicSpeaking,Coding,Dance,medium
S319,mon,UIDesign,Theater,CreativeWriting,medium
S319,tue,Robotics,CreativeArts,Meditation,medium
S319,wed,mediumDPrinting,RoboticsClub,Meditation,medium
S319,thu,SelfDefense,Photography,Hockey,medium
S320,mon,PublicSpeaking,Swimming,Meditation,medium
S320,tue,SelfDefense,Coding,DJing,medium
S320,wed,Storytelling,Cycling,PuzzleSolving,medium
S320,thu,Origami,Football,MathClub,medium
S321,mon,Parkour,SoundEngineering,UIDesign,medium
S321,tue,Animation,mediumDPrinting,BiologyResearch,medium
S321,wed,Art,ChemistryLab,Robotics,medium
S321,thu,FilmProduction,AIClub,Breakdancing,medium
S322,mon,Origami,AppDesign,FilmProduction,medium
S322,tue,Cycling,Art,Chess,medium
S322,wed,Animation,Entrepreneurship,Chess,medium
S322,thu,MathClub,BiologyResearch,TapDance,medium
S323,mon,DJing,ChessClub,BoardGames,medium
S323,tue,Football,FirstAid,PuzzleSolving,medium
S323,wed,DronePiloting,RoboticsClub,Parkour,medium
S323,thu,ClimateChange,Music,Painting,medium
S324,mon,ScienceClub,Tennis,mediumDPrinting,medium
S324,tue,Mindfulness,DronePiloting,CyberSecurity,medium
S324,wed,ClimateChange,FirstAid,CreativeWriting,medium
S324,thu,DronePiloting,ChemistryLab,Theater,medium
S325,mon,BoardGames,FirstAid,AIClub,medium
S325,tue,AppDesign,Chess,BiologyResearch,medium
S325,wed,Origami,PuzzleSolving,AppDesign,medium
S325,thu,Art,Robotics,Football,medium
S326,mon,FirstAid,Swimming,PuzzleSolving,medium
S326,tue,Cycling,UXDesign,SelfDefense,medium
S326,wed,Zumba,DigitalMarketing,ScienceClub,medium
S326,thu,mediumDPrinting,RoboticsClub,Debate,medium
S327,mon,PublicSpeaking,DronePiloting,BoardGames,medium
S327,tue,CodingBootcamp,WebDevelopment,Storytelling,medium
S327,wed,mediumDPrinting,MathClub,AIClub,medium
S327,thu,Dance,PuzzleSolving,WebDevelopment,medium
S328,mon,Parkour,UIDesign,ScienceClub,medium
S328,tue,Singing,Dance,SpaceExploration,medium
S328,wed,SpanishClub,Skating,Soccer,medium
S328,thu,SpaceExploration,Hockey,Weightlifting,medium
S329,mon,PuzzleSolving,SpaceExploration,Poetry,medium
S329,tue,Parkour,DataScience,Origami,medium
S329,wed,Meditation,Mindfulness,WildlifeConservation,medium
S329,thu,UIDesign,LeadershipWorkshop,PhysicsExperiments,medium
S330,mon,SpaceExploration,PuzzleSolving,SoundEngineering,medium
S330,tue,Painting,Storytelling,DramaClub,medium
S330,wed,PublicSpeaking,Pottery,Theater,medium
S330,thu,Astronomy,ScienceClub,mediumDPrinting,medium
S331,mon,Cycling,ChessClub,ChemistryLab,medium
S331,tue,Mindfulness,DramaClub,Hockey,medium
S331,wed,PublicSpeaking,ChessClub,Swimming,medium
S331,thu,SurvivalSkills,DJing,WildlifeConservation,medium
S332,mon,Dance,Painting,Pottery,medium
S332,tue,CreativeWriting,Zumba,Skating,medium
S332,wed,Singing,SoundEngineering,DronePiloting,medium
S332,thu,BiologyResearch,SpanishClub,Hockey,medium
S333,mon,Debate,DataScience,Parkour,medium
S333,tue,AppDesign,PublicSpeaking,Cycling,medium
S333,wed,UXDesign,Weightlifting,BoardGames,medium
S333,thu,ChemistryLab,ClimateChange,Singing,medium
S334,mon,mediumDPrinting,Coding,Football,medium
S334,tue,LeadershipWorkshop,Singing,AppDesign,medium
S334,wed,Soccer,BoardGames,Animation,medium
S334,thu,SoundEngineering,Swimming,DramaClub,medium
S335,mon,Dance,WebDevelopment,Debate,medium
S335,tue,Skating,Poetry,Photography,medium
S335,wed,AIClub,Dance,Singing,medium
S335,thu,Zumba,Music,Theater,medium
S336,mon,Debate,MathClub,AIClub,medium
S336,tue,Breakdancing,AIClub,DigitalMarketing,medium
S336,wed,Debate,ScienceClub,BiologyResearch,medium
S336,thu,PhysicsExperiments,ClimateChange,Parkour,medium
S337,mon,Debate,DronePiloting,ChemistryLab,medium
S337,tue,CreativeArts,FilmProduction,Dance,medium
S337,wed,Chess,Parkour,AppDesign,medium
S337,thu,Weightlifting,Storytelling,Hockey,medium
S338,mon,Swimming,AppDesign,ChemistryLab,medium
S338,tue,FilmProduction,SurvivalSkills,Photography,medium
S338,wed,BiologyResearch,ChemistryLab,DramaClub,medium
S338,thu,Mindfulness,Storytelling,Art,medium
S339,mon,FilmProduction,Parkour,DigitalMarketing,medium
S339,tue,DronePiloting,PhysicsExperiments,Pottery,medium
S339,wed,mediumDPrinting,Volleyball,Skating,medium
S339,thu,Poetry,UXDesign,Cycling,medium
S340,mon,ChessClub,DataScience,Theater,medium
S340,tue,AppDesign,Storytelling,SpanishClub,medium
S340,wed,PhysicsExperiments,DigitalMarketing,Pottery,medium
S340,thu,Zumba,ChessClub,mediumDPrinting,medium
S341,mon,Pottery,Parkour,BoardGames,medium
S341,tue,ClimateChange,LeadershipWorkshop,Soccer,medium
S341,wed,BoardGames,Mindfulness,RoboticsClub,medium
S341,thu,SpanishClub,DJing,Breakdancing,medium
S342,mon,CreativeWriting,AIClub,TapDance,medium
S342,tue,FirstAid,Volleyball,Chess,medium
S342,wed,SpanishClub,ChessClub,DronePiloting,medium
S342,thu,ClimateChange,Coding,CreativeWriting,medium
S343,mon,PublicSpeaking,SpaceExploration,SocialMediaMarketing,medium
S343,tue,SpanishClub,DigitalMarketing,Tennis,medium
S343,wed,Art,SelfDefense,MathClub,medium
S343,thu,ClimateChange,Weightlifting,Zumba,medium
S344,mon,Hockey,Mindfulness,Meditation,medium
S344,tue,Cycling,Volleyball,Swimming,medium
S344,wed,Music,Storytelling,Origami,medium
S344,thu,FirstAid,SurvivalSkills,Pottery,medium
S345,mon,Weightlifting,SpanishClub,Pottery,medium
S345,tue,Astronomy,DigitalMarketing,ScienceClub,medium
S345,wed,BiologyResearch,Pottery,Meditation,medium
S345,thu,Football,mediumDPrinting,PublicSpeaking,medium
S346,mon,Hockey,Mindfulness,Tennis,medium
S346,tue,Debate,Pottery,BoardGames,medium
S346,wed,DJing,Coding,WebDevelopment,medium
S346,thu,Origami,SoundEngineering,DJing,medium
S347,mon,CostumeDesign,CodingBootcamp,Theater,medium
S347,tue,ChemistryLab,TapDance,Theater,medium
S347,wed,SurvivalSkills,ChessClub,BiologyResearch,medium
S347,thu,FilmProduction,Cycling,Astronomy,medium
S348,mon,CyberSecurity,PublicSpeaking,SelfDefense,medium
S348,tue,ChessClub,Football,Tennis,medium
S348,wed,SelfDefense,UIDesign,ChessClub,medium
S348,thu,mediumDPrinting,Painting,AIClub,medium
S349,mon,Robotics,ChessClub,SpaceExploration,medium
S349,tue,WildlifeConservation,SpaceExploration,Soccer,medium
S349,wed,Tennis,DramaClub,Football,medium
S349,thu,DronePiloting,CodingBootcamp,Theater,medium
S350,mon,Weightlifting,DigitalMarketing,ChessClub,medium
S350,tue,Chess,Meditation,Storytelling,medium
S350,wed,AppDesign,ScienceClub,DronePiloting,medium
S350,thu,Soccer,FilmProduction,Parkour,medium
S351,mon,ScienceClub,Pottery,SelfDefense,medium
S351,tue,DigitalMarketing,AppDesign,Debate,medium
S351,wed,SurvivalSkills,DramaClub,BoardGames,medium
S351,thu,FilmProduction,BoardGames,Painting,medium
S352,mon,Breakdancing,ClimateChange,SoundEngineering,medium
S352,tue,AIClub,ScienceClub,CodingBootcamp,medium
S352,wed,DramaClub,Weightlifting,Football,medium
S352,thu,Parkour,Photography,Painting,medium
S353,mon,ChemistryLab,UXDesign,Debate,medium
S353,tue,SpanishClub,SoundEngineering,Origami,medium
S353,wed,AIClub,SelfDefense,Photography,medium
S353,thu,Debate,Meditation,Cycling,medium
S354,mon,Skating,Breakdancing,SpanishClub,medium
S354,tue,Skating,Theater,UIDesign,medium
S354,wed,Hockey,BiologyResearch,PuzzleSolving,medium
S354,thu,Singing,DataScience,Chess,medium
S355,mon,Skating,Chess,Swimming,medium
S355,tue,CreativeArts,SurvivalSkills,CyberSecurity,medium
S355,wed,Volleyball,Storytelling,Mindfulness,medium
S355,thu,ClimateChange,Skating,Robotics,medium
S356,mon,Photography,Parkour,CreativeArts,medium
S356,tue,Coding,Mindfulness,UIDesign,medium
S356,wed,DigitalMarketing,ChessClub,DataScience,medium
S356,thu,Football,Parkour,Dance,medium
S357,mon,mediumDPrinting,Storytelling,Hockey,medium
S357,tue,UIDesign,LeadershipWorkshop,Chess,medium
S357,wed,Tennis,Theater,SoundEngineering,medium
S357,thu,Poetry,Cycling,Skating,medium
S358,mon,DronePiloting,Parkour,SelfDefense,medium
S358,tue,WebDevelopment,PhysicsExperiments,AIClub,medium
S358,wed,Dance,Hockey,UIDesign,medium
S358,thu,WildlifeConservation,Cycling,RoboticsClub,medium
S359,mon,SpaceExploration,CostumeDesign,Tennis,medium
S359,tue,DramaClub,AIClub,ClimateChange,medium
S359,wed,TapDance,PublicSpeaking,DJing,medium
S359,thu,mediumDPrinting,DataScience,WildlifeConservation,medium
S360,mon,Pottery,CodingBootcamp,ChessClub,medium
S360,tue,CreativeArts,Zumba,Dance,medium
S360,wed,TapDance,DataScience,Painting,medium
S360,thu,Volleyball,BoardGames,Mindfulness,medium
S361,mon,Dance,Debate,SpanishClub,medium
S361,tue,Entrepreneurship,Art,Skating,medium
S361,wed,SoundEngineering,LeadershipWorkshop,Painting,medium
S361,thu,Poetry,CreativeWriting,SpanishClub,medium
S362,mon,Singing,Music,ChemistryLab,medium
S362,tue,SelfDefense,PublicSpeaking,SurvivalSkills,medium
S362,wed,Breakdancing,RoboticsClub,DronePiloting,medium
S362,thu,mediumDPrinting,Football,BiologyResearch,medium
S363,mon,DJing,Swimming,Robotics,medium
S363,tue,Storytelling,Debate,mediumDPrinting,medium
S363,wed,LeadershipWorkshop,FilmProduction,RoboticsClub,medium
S363,thu,SpanishClub,Football,DataScience,medium
S364,mon,ScienceClub,Music,Breakdancing,medium
S364,tue,AIClub,Coding,Chess,medium
S364,wed,Singing,Dance,Music,medium
S364,thu,Coding,Dance,DataScience,medium
S365,mon,ScienceClub,Football,mediumDPrinting,medium
S365,tue,CreativeWriting,Dance,WebDevelopment,medium
S365,wed,Coding,DramaClub,WildlifeConservation,medium
S365,thu,Skating,AIClub,Pottery,medium
S366,mon,Painting,DJing,RoboticsClub,medium
S366,tue,SoundEngineering,RoboticsClub,ClimateChange,medium
S366,wed,Debate,ScienceClub,SoundEngineering,medium
S366,thu,WebDevelopment,CreativeWriting,SelfDefense,medium
S367,mon,Animation,Storytelling,SpanishClub,medium
S367,tue,Soccer,Swimming,Coding,medium
S367,wed,Painting,Skating,Volleyball,medium
S367,thu,DigitalMarketing,Storytelling,mediumDPrinting,medium
S368,mon,MathClub,Chess,Soccer,medium
S368,tue,Volleyball,ClimateChange,mediumDPrinting,medium
S368,wed,SpanishClub,LeadershipWorkshop,BiologyResearch,medium
S368,thu,Breakdancing,Parkour,SpaceExploration,medium
S369,mon,CreativeArts,SpaceExploration,Theater,medium
S369,tue,DramaClub,SpaceExploration,Dance,medium
S369,wed,Soccer,BoardGames,AppDesign,medium
S369,thu,Robotics,Art,PublicSpeaking,medium
S370,mon,Art,SelfDefense,DJing,medium
S370,tue,Photography,CyberSecurity,Football,medium
S370,wed,mediumDPrinting,Parkour,Poetry,medium
S370,thu,WebDevelopment,Parkour,ClimateChange,medium
S371,mon,WebDevelopment,DronePiloting,mediumDPrinting,medium
S371,tue,MathClub,mediumDPrinting,WebDevelopment,medium
S371,wed,Coding,mediumDPrinting,Photography,medium
S371,thu,Breakdancing,Parkour,Meditation,medium
S372,mon,Mindfulness,RoboticsClub,Singing,medium
S372,tue,Origami,UIDesign,Theater,medium
S372,wed,ChessClub,Mindfulness,BoardGames,medium
S372,thu,Pottery,Poetry,Chess,medium
S373,mon,UIDesign,LeadershipWorkshop,Meditation,medium
S373,tue,SelfDefense,WebDevelopment,Theater,medium
S373,wed,Soccer,Painting,ChessClub,medium
S373,thu,SocialMediaMarketing,DronePiloting,CodingBootcamp,medium
S374,mon,CyberSecurity,SpanishClub,ChemistryLab,medium
S374,tue,FirstAid,UXDesign,Debate,medium
S374,wed,DigitalMarketing,PublicSpeaking,BiologyResearch,medium
S374,thu,RoboticsClub,FilmProduction,Volleyball,medium
S375,mon,BoardGames,Skating,UXDesign,medium
S375,tue,ScienceClub,Meditation,Zumba,medium
S375,wed,Poetry,Skating,Music,medium
S375,thu,SpanishClub,TapDance,SoundEngineering,medium
S376,mon,Cycling,PuzzleSolving,Entrepreneurship,medium
S376,tue,FilmProduction,FirstAid,Tennis,medium
S376,wed,Football,CodingBootcamp,Parkour,medium
S376,thu,Skating,AppDesign,PuzzleSolving,medium
S377,mon,AppDesign,Poetry,CostumeDesign,medium
S377,tue,Tennis,Origami,Cycling,medium
S377,wed,Storytelling,SpaceExploration,Hockey,medium
S377,thu,MathClub,Painting,ClimateChange,medium
S378,mon,Theater,Hockey,Photography,medium
S378,tue,DJing,Parkour,Poetry,medium
S378,wed,RoboticsClub,ClimateChange,mediumDPrinting,medium
S378,thu,Debate,SoundEngineering,Poetry,medium
S379,mon,ChemistryLab,Breakdancing,AIClub,medium
S379,tue,Mindfulness,Skating,SurvivalSkills,medium
S379,wed,FilmProduction,SpanishClub,CodingBootcamp,medium
S379,thu,UXDesign,Singing,SelfDefense,medium
S380,mon,Dance,Tennis,PuzzleSolving,medium
S380,tue,Storytelling,CodingBootcamp,UIDesign,medium
S380,wed,Mindfulness,LeadershipWorkshop,Entrepreneurship,medium
S380,thu,RoboticsClub,Hockey,Entrepreneurship,medium
S381,mon,Volleyball,PhysicsExperiments,SelfDefense,medium
S381,tue,AIClub,BiologyResearch,Football,medium
S381,wed,AppDesign,DigitalMarketing,Photography,medium
S381,thu,mediumDPrinting,Origami,DramaClub,medium
S382,mon,Dance,AIClub,ChessClub,medium
S382,tue,Hockey,Coding,Painting,medium
S382,wed,AIClub,CreativeWriting,Volleyball,medium
S382,thu,Cycling,FilmProduction,DigitalMarketing,medium
S383,mon,Theater,DataScience,Mindfulness,medium
S383,tue,LeadershipWorkshop,Football,ChessClub,medium
S383,wed,LeadershipWorkshop,SpaceExploration,Soccer,medium
S383,thu,CostumeDesign,Dance,Football,medium
S384,mon,MathClub,Volleyball,Storytelling,medium
